provider,model,prompt,log_rows,game_start_samples,game_start_success_rate,game_start_latency_ms,game_start_prompt_tokens,game_start_completion_tokens,build_samples,build_success_rate,build_latency_ms,build_prompt_tokens,build_completion_tokens
poligpt,openai/phi4,strict_json,1194,48,0.041667,847.82,360.00,25.00,1146,1.000000,935.88,201.38,44.73
