provider,model,prompt,log_rows,game_start_samples,game_start_success_rate,game_start_latency_ms,game_start_prompt_tokens,game_start_completion_tokens,build_samples,build_success_rate,build_latency_ms,build_prompt_tokens,build_completion_tokens
bedrock,bedrock/amazon.nova-lite-v1:0,guided_compact,503,48,1.000000,584.47,453.06,41.12,455,1.000000,540.84,232.37,48.24
