provider,model,prompt,log_rows,game_start_samples,game_start_success_rate,game_start_latency_ms,game_start_prompt_tokens,game_start_completion_tokens,build_samples,build_success_rate,build_latency_ms,build_prompt_tokens,build_completion_tokens
poligpt,openai/phi4,strict_json,1266,48,0.125000,10178.98,464.50,23.00,1218,1.000000,1068.12,200.05,44.75
