provider,model,prompt,log_rows,game_start_samples,game_start_success_rate,game_start_latency_ms,game_start_prompt_tokens,game_start_completion_tokens,build_samples,build_success_rate,build_latency_ms,build_prompt_tokens,build_completion_tokens
poligpt,openai/phi4,direct_short,816,48,0.000000,0.00,0.00,0.00,768,1.000000,924.05,207.19,34.53
